date_case,Confirmed,Recovered,Deaths
2020-02-15,0,0,0
2020-02-16,0,0,0
2020-02-17,0,0,0
2020-02-18,0,0,0
2020-02-19,0,0,0
2020-02-20,0,0,0
2020-02-21,0,0,0
2020-02-22,0,0,0
2020-02-23,0,0,0
2020-02-24,0,0,0
2020-02-25,0,0,0
2020-02-26,0,0,0
2020-02-27,0,0,0
2020-02-28,0,0,0
2020-02-29,0,0,0
2020-03-01,0,0,0
2020-03-02,0,0,0
2020-03-03,0,0,0
2020-03-04,0,0,0
2020-03-05,0,0,0
2020-03-06,0,0,0
2020-03-07,0,0,0
2020-03-08,0,0,0
2020-03-09,0,0,0
2020-03-10,0,0,0
2020-03-11,0,0,0
2020-03-12,0,0,0
2020-03-13,0,0,0
2020-03-14,0,0,0
2020-03-15,0,0,0
2020-03-16,0,0,0
2020-03-17,0,0,0
2020-03-18,0,0,0
2020-03-19,0,0,0
2020-03-20,0,0,0
2020-03-21,0,0,0
2020-03-22,0,0,0
2020-03-23,0,0,0
2020-03-24,0,0,0
2020-03-25,0,0,0
2020-03-26,0,0,0
2020-03-27,0,0,0
2020-03-28,0,0,0
2020-03-29,0,0,0
2020-03-30,0,0,0
2020-03-31,0,0,0
2020-04-01,0,0,0
2020-04-02,0,0,0
2020-04-03,0,0,0
2020-04-04,0,0,0
2020-04-05,0,0,0
2020-04-06,0,0,0
2020-04-07,0,0,0
2020-04-08,0,0,0
2020-04-09,0,0,0
2020-04-10,0,0,0
2020-04-11,0,0,0
2020-04-12,0,0,0
2020-04-13,0,0,0
2020-04-14,0,0,0
2020-04-15,0,0,0
2020-04-16,0,0,0
2020-04-17,0,0,0
2020-04-18,0,0,0
2020-04-19,0,0,0
2020-04-20,0,0,0
2020-04-21,0,0,0
2020-04-22,0,0,0
2020-04-23,0,0,0
2020-04-24,0,0,0
2020-04-25,0,0,0
2020-04-26,0,0,0
2020-04-27,0,0,0
2020-04-28,0,0,0
2020-04-29,0,0,0
2020-04-30,15,0,0
2020-05-01,15,0,0
2020-05-02,76,0,2
2020-05-03,128,0,2
2020-05-04,230,0,3
2020-05-05,293,0,5
2020-05-06,379,0,8
2020-05-07,461,0,12
2020-05-08,522,0,12
2020-05-09,612,0,20
2020-05-10,612,0,20
2020-05-11,661,0,21
2020-05-12,729,0,21
2020-05-13,801,0,23
2020-05-14,907,0,29
2020-05-15,1118,0,33
2020-05-16,1322,0,36
2020-05-17,1524,0,39
2020-05-18,1729,0,41
2020-05-19,1936,641,41
2020-05-20,2140,470,41
2020-05-21,2350,470,44
2020-05-22,2551,1089,44
2020-05-23,2738,1223,44
2020-05-24,2929,1301,46
2020-05-25,3100,1395,46
2020-05-26,3266,1417,47
2020-05-27,3424,1575,47
2020-05-28,3563,1674,47
2020-05-29,3686,1769,47
2020-05-30,3807,1865,47
2020-05-31,3930,2004,47
2020-06-01,4013,2089,47
2020-06-02,4100,2217,47
2020-06-03,4191,2347,48
2020-06-04,4289,2401,48
2020-06-05,4370,2491,48
2020-06-06,4453,2583,48
2020-06-07,4529,2673,48
2020-06-08,4609,2763,48
2020-06-09,4690,2815,48
2020-06-10,4763,2947,48
2020-06-11,4834,3062,49
2020-06-12,4902,3158,49
2020-06-13,4971,3288,50
2020-06-14,5035,3409,50
2020-06-15,5097,3503,50
2020-06-16,5160,3624,50
2020-06-17,5221,3700,51
2020-06-18,5279,3762,51
2020-06-19,5338,3830,51
2020-06-20,5399,3894,52
2020-06-21,5457,3995,52
2020-06-22,5513,4039,52
2020-06-23,5567,4109,52
2020-06-24,5630,4194,52
2020-06-25,5691,4267,52
2020-06-26,5747,4331,52
2020-06-27,5799,4391,52
2020-06-28,5849,4448,52
2020-06-29,5900,4506,52
2020-06-30,5900,4506,52
2020-07-01,6005,4627,52
2020-07-02,6058,4690,52
2020-07-03,6058,4690,52
2020-07-04,6159,4809,52
2020-07-05,6213,4858,53
2020-07-06,6262,4914,53
2020-07-07,6315,4965,53
2020-07-08,6364,5011,54
2020-07-09,6410,5067,54
2020-07-10,6457,5115,55
2020-07-11,6506,5176,55
2020-07-12,6552,5228,55
2020-07-13,6596,5278,55
2020-07-14,6643,5332,56
2020-07-15,6695,5383,56
2020-07-16,6741,5431,56
2020-07-17,6786,5483,56
2020-07-18,6834,5529,57
2020-07-19,6878,5578,57
2020-07-20,6921,5629,57
2020-07-21,6967,5683,57
2020-07-22,7015,5741,58
2020-07-23,7060,5793,58
2020-07-24,7104,5851,58
2020-07-25,7150,5906,59
2020-07-26,7192,5970,59
2020-07-27,7235,6028,60
2020-07-28,7276,6065,60
2020-07-29,7320,6103,60
2020-07-30,7366,6151,60
2020-07-31,7409,6193,60
2020-08-01,7451,6233,60
2020-08-02,7495,6276,61
2020-08-03,7538,6317,61
2020-08-04,7583,6356,61
2020-08-05,7625,6399,61
2020-08-06,7665,6443,62
2020-08-07,7706,6484,62
2020-08-08,7706,6484,62
2020-08-09,7745,6484,62
2020-08-10,7827,6614,62
2020-08-11,7871,6653,63
2020-08-12,7912,6696,63
2020-08-13,7950,6741,63
2020-08-14,7989,6777,63
2020-08-15,8029,6815,64
2020-08-16,8065,6855,64
2020-08-17,8099,6897,64
2020-08-18,8131,6935,65
2020-08-19,8166,6971,65
2020-08-20,8203,7006,66
2020-08-21,8241,7040,66
2020-08-22,8277,7072,66
2020-08-23,8311,7108,66
2020-08-24,8346,7142,67
2020-08-25,8379,7179,67
2020-08-26,8413,7214,67
2020-08-27,8449,7246,68
2020-08-28,8481,7276,68
2020-08-29,8516,7309,68
2020-08-30,8516,7309,68
2020-08-31,8583,7376,68
2020-09-01,8619,7413,68
2020-09-02,8654,7447,69
2020-09-03,8690,7482,69
2020-09-04,8724,7515,69
2020-09-05,8757,7549,70
2020-09-06,8792,7581,70
2020-09-07,8824,7616,70
2020-09-08,8860,7650,70
2020-09-09,8899,7683,71
2020-09-10,8939,7714,72
2020-09-11,8977,7747,72
2020-09-12,9014,7782,72
2020-09-13,9049,7816,72
2020-09-14,9088,7853,72
2020-09-15,9129,7896,73
2020-09-16,9171,7941,73
2020-09-17,9214,7988,73
2020-09-18,9259,8026,73
2020-09-19,9303,8066,73
2020-09-20,9346,8108,73
2020-09-21,9388,8152,73
2020-09-22,9432,8199,73
2020-09-23,9475,8244,74
2020-09-24,9520,8296,74
2020-09-25,9562,8341,74
2020-09-26,9605,8385,75
2020-09-27,9646,8430,75
2020-09-28,9685,8483,75
2020-09-29,9726,8531,75
2020-09-30,9769,8572,76
2020-10-01,9811,8617,77
2020-10-02,9852,8661,77
2020-10-03,9895,8707,77
2020-10-04,9935,8749,78
2020-10-05,9974,8794,78
2020-10-06,10014,8837,78
2020-10-07,10055,8876,78
2020-10-08,10097,8914,78
2020-10-09,10137,8959,79
2020-10-10,10180,9006,79
2020-10-11,10222,9058,79
2020-10-12,10260,9103,79
2020-10-13,10297,9177,79
2020-10-14,10336,9245,79
2020-10-15,10374,9317,80
2020-10-16,10414,9393,80
2020-10-17,10455,9457,80
2020-10-18,10493,9511,80
2020-10-19,10533,9563,80
2020-10-20,10574,9617,80
2020-10-21,10613,9668,80
2020-10-22,10653,9724,81
2020-10-23,10695,9782,81
2020-10-24,10736,9836,81
2020-10-25,10776,9889,81
2020-10-26,10819,9951,81
2020-10-27,10860,10009,81
2020-10-28,10900,10070,82
2020-10-29,10939,10128,82
2020-10-30,10977,10182,82
2020-10-31,11017,10233,82
2020-11-01,11054,10283,82
2020-11-02,11096,10337,82
2020-11-03,11139,10389,83
2020-11-04,11180,10438,83
2020-11-05,11219,10494,83
2020-11-06,11256,10546,83
2020-11-07,11294,10594,83
2020-11-08,11336,10653,83
2020-11-09,11376,10711,83
2020-11-10,11417,10763,84
2020-11-11,11456,10811,84
2020-11-12,11496,10853,84
2020-11-13,11534,10894,85
2020-11-14,11573,10934,85
2020-11-15,11610,10973,85
2020-11-16,11649,11019,85
2020-11-17,11689,11061,85
2020-11-18,11731,11105,86
2020-11-19,11772,11148,86
2020-11-20,11815,11188,86
2020-11-21,11854,11229,86
2020-11-22,11894,11271,86
2020-11-23,11932,11312,86
2020-11-24,11971,11355,86
2020-11-25,12008,11395,86
2020-11-26,12044,11437,86
2020-11-27,12082,11478,86
2020-11-28,12118,11518,86
2020-11-29,12155,11559,86
2020-11-30,12194,11599,86
2020-12-01,12231,11640,86
2020-12-02,12269,11677,87
2020-12-03,12308,11718,87
2020-12-04,12349,11758,87
2020-12-05,12389,11796,87
2020-12-06,12428,11833,87
2020-12-07,12469,11881,87
2020-12-08,12511,11926,88
2020-12-09,12551,11968,88
2020-12-10,12588,12009,88
2020-12-11,12588,12009,88
2020-12-12,12624,12050,89
2020-12-13,12704,12133,88
2020-12-14,12741,12172,88
2020-12-15,12777,12212,88
2020-12-16,12815,12253,89
2020-12-17,12852,12295,89
2020-12-18,12888,12333,89
2020-12-19,12923,12374,89
2020-12-20,12960,12413,89
2020-12-21,12998,12455,89
2020-12-22,13034,12496,89
2020-12-23,13071,12536,89
2020-12-24,13106,12578,89
2020-12-25,13138,12618,89
2020-12-26,13172,12657,90
2020-12-27,13205,12692,90
2020-12-28,13237,12726,90
2020-12-29,13265,12763,90
2020-12-30,13296,12799,90
2020-12-31,13296,12851,90
2021-01-01,13296,12894,90
2021-01-02,13300,12939,90
2021-01-03,13300,12980,90
2021-01-04,13300,13018,90
2021-01-05,13305,13060,90
2021-01-06,13305,13111,90
2021-01-07,13305,13153,90
2021-01-08,13305,13191,90
2021-01-09,13305,13215,90
2021-01-10,13308,13215,90
2021-01-11,13308,13215,90
2021-01-12,13308,13215,90
2021-01-13,13308,13218,90
2021-01-14,13308,13218,90
2021-01-15,13308,13218,90
2021-01-16,13308,13218,90
2021-01-17,13308,13218,90
2021-01-18,13308,13218,90
2021-01-19,13308,13218,90
2021-01-20,13308,13218,90
2021-01-21,13308,13218,90
2021-01-22,13308,13218,90
2021-01-23,13308,13218,90
2021-01-24,13308,13218,90
2021-01-25,13308,13218,90
2021-01-26,13308,13218,90
2021-01-27,13308,13218,90
2021-01-28,13308,13218,90
2021-01-29,13308,13218,90
2021-01-30,13308,13218,90
2021-01-31,13308,13218,90
2021-02-01,13308,13218,90
2021-02-02,13308,13218,90
2021-02-03,13308,13218,90
2021-02-04,13308,13218,90
2021-02-05,13308,13218,90
2021-02-06,13308,13218,90
2021-02-07,13308,13218,90
2021-02-08,13308,13218,90
2021-02-09,13308,13218,90
2021-02-10,13308,13218,90
2021-02-11,13308,13218,90
2021-02-12,13308,13218,90
2021-02-13,13308,13218,90
2021-02-14,13308,13218,90
2021-02-15,13308,13218,90
2021-02-16,13308,13218,90
2021-02-17,13308,13218,90
2021-02-18,13308,13218,90
2021-02-19,13308,13218,90
2021-02-20,13308,13218,90
2021-02-21,13308,13218,90
2021-02-22,13308,13218,90
2021-02-23,13308,13218,90
2021-02-24,13308,13218,90
2021-02-25,13308,13218,90
2021-02-26,13308,13218,90
2021-02-27,13308,13218,90
2021-02-28,13308,13218,90
2021-03-01,13308,13218,90
2021-03-02,13308,13218,90
2021-03-03,13308,13218,90
2021-03-04,13308,13218,90
2021-03-05,13308,13218,90
2021-03-06,13308,13218,90
2021-03-07,13308,13218,90
2021-03-08,13308,13218,90
2021-03-09,13308,13218,90
2021-03-10,13308,13218,90
2021-03-11,13308,13218,90
2021-03-12,13308,13218,90
2021-03-13,13308,13218,90
2021-03-14,13308,13218,90
2021-03-15,13308,13218,90
2021-03-16,13308,13218,90
2021-03-17,13308,13218,90
2021-03-18,13308,13218,90
2021-03-19,13308,13218,90
2021-03-20,13308,13218,90
2021-03-21,13308,13218,90
2021-03-22,13308,13218,90
2021-03-23,13308,13218,90
2021-03-24,13308,13218,90
2021-03-25,13308,13218,90
2021-03-26,13308,13218,90
2021-03-27,13308,13218,90
2021-03-28,13308,13218,90
2021-03-29,13308,13218,90
2021-03-30,13308,13218,90
2021-03-31,13308,13218,90
2021-04-01,13308,13218,90
2021-04-02,13308,13218,90
2021-04-03,13308,13218,90
2021-04-04,13308,13218,90
2021-04-05,13308,13218,90
2021-04-06,13308,13218,90
2021-04-07,13308,13218,90
2021-04-08,13308,13218,90
2021-04-09,13308,13218,90
2021-04-10,13308,13218,90
2021-04-11,13308,13218,90
2021-04-12,13308,13218,90
2021-04-13,13308,13218,90
2021-04-14,13308,13218,90
2021-04-15,13308,13218,90
2021-04-16,13308,13218,90
2021-04-17,13308,13218,90
2021-04-18,13308,13218,90
2021-04-19,13308,13218,90
2021-04-20,13308,13218,90
2021-04-21,13308,13218,90
2021-04-22,13308,13218,90
2021-04-23,13308,13218,90
2021-04-24,13308,13218,90
2021-04-25,13308,13218,90
2021-04-26,13308,13218,90
2021-04-27,13308,13218,90
2021-04-28,13308,13218,90
2021-04-29,13308,13218,90
2021-04-30,13308,13218,90
2021-05-01,13308,13218,90
2021-05-02,13308,13218,90
2021-05-03,13308,13218,90
2021-05-04,13308,13218,90
2021-05-05,13308,13218,90
2021-05-06,13308,13218,90
2021-05-07,13308,13218,90
2021-05-08,13308,13218,90
2020-01-22,0,0,0
2020-01-23,0,0,0
2020-01-24,0,0,0
2020-01-25,0,0,0
2020-01-26,0,0,0
2020-01-27,0,0,0
2020-01-28,0,0,0
2020-01-29,0,0,0
2020-01-30,0,0,0
2020-01-31,0,0,0
2020-02-01,0,0,0
2020-02-02,0,0,0
2020-02-03,0,0,0
2020-02-04,0,0,0
2020-02-05,0,0,0
2020-02-06,0,0,0
2020-02-07,0,0,0
2020-02-08,0,0,0
2020-02-09,0,0,0
2020-02-10,0,0,0
2020-02-11,0,0,0
2020-02-12,0,0,0
2020-02-13,0,0,0
2020-02-14,0,0,0
2020-02-15,0,0,0
2020-02-16,0,0,0
2020-02-17,0,0,0
2020-02-18,0,0,0
2020-02-19,0,0,0
2020-02-20,0,0,0
2020-02-21,0,0,0
2020-02-22,0,0,0
2020-02-23,0,0,0
2020-02-24,0,0,0
2020-02-25,0,0,0
2020-02-26,0,0,0
2020-02-27,0,0,0
2020-02-28,0,0,0
2020-02-29,0,0,0
2020-03-01,0,0,0
2020-03-02,0,0,0
2020-03-03,0,0,0
2020-03-04,0,0,0
2020-03-05,0,0,0
2020-03-06,0,0,0
2020-03-07,0,0,0
2020-03-08,0,0,0
2020-03-09,0,0,0
2020-03-10,0,0,0
2020-03-11,0,0,0
2020-03-12,0,0,0
2020-03-13,0,0,0
2020-03-14,0,0,0
2020-03-15,0,0,0
2020-03-16,1,0,0
2020-03-17,1,0,0
2020-03-18,3,0,0
2020-03-19,6,0,0
2020-03-20,6,0,0
2020-03-21,6,0,0
2020-03-22,12,0,0
2020-03-23,12,0,0
2020-03-24,12,0,0
2020-03-25,12,0,0
2020-03-26,13,0,0
2020-03-27,13,1,0
2020-03-28,14,1,0
2020-03-29,14,1,0
2020-03-30,19,1,0
2020-03-31,19,1,1
2020-04-01,20,1,1
2020-04-02,20,2,1
2020-04-03,20,3,1
2020-04-04,20,3,1
2020-04-05,22,3,1
2020-04-06,24,3,1
2020-04-07,24,5,1
2020-04-08,25,5,1
2020-04-09,25,5,1
2020-04-10,32,5,3
2020-04-11,32,5,3
2020-04-12,32,5,3
2020-04-13,49,7,3
2020-04-14,53,7,3
2020-04-15,88,11,4
2020-04-16,94,11,4
2020-04-17,147,11,5
2020-04-18,147,11,5
2020-04-19,170,11,7
2020-04-20,254,11,10
2020-04-21,254,11,10
2020-04-22,284,11,10
2020-04-23,284,11,10
2020-04-24,299,48,10
2020-04-25,299,48,10
2020-04-26,299,48,10
2020-04-27,299,48,10
2020-04-28,299,48,10
2020-04-29,480,167,16
2020-04-30,480,167,16
2020-05-01,480,167,16
2020-05-02,480,167,16
2020-05-03,480,167,16
2020-05-04,480,167,16
2020-05-05,480,167,16
2020-05-06,480,167,16
2020-05-07,480,167,16
2020-05-08,509,183,21
2020-05-09,509,183,21
2020-05-10,509,183,21
2020-05-11,509,183,21
2020-05-12,509,183,21
2020-05-13,509,183,21
2020-05-14,509,183,21
2020-05-15,509,183,21
2020-05-16,509,183,21
2020-05-17,509,183,21
2020-05-18,509,183,21
2020-05-19,509,183,21
2020-05-20,509,183,21
2020-05-21,509,183,21
2020-05-22,509,183,21
2020-05-23,509,183,21
2020-05-24,509,183,21
2020-05-25,509,183,21
2020-05-26,509,183,21
2020-05-27,509,183,21
2020-05-28,509,183,21
2020-05-29,509,183,21
2020-05-30,509,183,21
2020-05-31,509,183,21
2020-06-01,509,183,21
2020-06-02,509,183,21
2020-06-03,509,183,21
2020-06-04,509,183,21
2020-06-05,509,183,21
2020-06-06,509,183,21
2020-06-07,509,183,21
2020-06-08,509,183,21
2020-06-09,509,183,21
2020-06-10,509,183,21
2020-06-11,509,183,21
2020-06-12,509,183,21
2020-06-13,509,183,21
2020-06-14,509,183,21
2020-06-15,509,183,21
2020-06-16,509,183,21
2020-06-17,509,183,21
2020-06-18,509,183,21
2020-06-19,509,183,21
2020-06-20,509,183,21
2020-06-21,509,183,21
2020-06-22,509,183,21
2020-06-23,509,183,21
2020-06-24,509,183,21
2020-06-25,509,183,21
2020-06-26,509,183,21
2020-06-27,509,183,21
2020-06-28,509,183,21
2020-06-29,509,183,21
2020-06-30,509,183,21
2020-07-01,509,183,21
2020-07-02,509,183,21
2020-07-03,509,183,21
2020-07-04,509,183,21
2020-07-05,509,183,21
2020-07-06,509,183,21
2020-07-07,509,183,21
2020-07-08,509,183,21
2020-07-09,509,183,21
2020-07-10,509,183,21
2020-07-11,509,183,21
2020-07-12,509,183,21
2020-07-13,509,183,21
2020-07-14,509,183,21
2020-07-15,509,183,21
2020-07-16,509,183,21
2020-07-17,509,183,21
2020-07-18,509,183,21
2020-07-19,509,183,21
2020-07-20,509,183,21
2020-07-21,509,183,21
2020-07-22,509,183,21
2020-07-23,509,183,21
2020-07-24,509,183,21
2020-07-25,509,183,21
2020-07-26,509,183,21
2020-07-27,509,183,21
2020-07-28,509,183,21
2020-07-29,509,183,21
2020-07-30,509,183,21
2020-07-31,509,183,21
2020-08-01,509,183,21
2020-08-02,509,183,21
2020-08-03,509,183,21
2020-08-04,509,183,21
2020-08-05,509,183,21
2020-08-06,509,183,21
2020-08-07,509,183,21
2020-08-08,509,183,21
2020-08-09,509,183,21
2020-08-10,509,183,21
2020-08-11,509,183,21
2020-08-12,509,183,21
2020-08-13,509,183,21
2020-08-14,509,183,21
2020-08-15,509,183,21
2020-08-16,509,183,21
2020-08-17,509,183,21
2020-08-18,509,183,21
2020-08-19,509,183,21
2020-08-20,509,183,21
2020-08-21,509,183,21
2020-08-22,509,183,21
2020-08-23,509,183,21
2020-08-24,509,183,21
2020-08-25,509,183,21
2020-08-26,509,183,21
2020-08-27,509,183,21
2020-08-28,509,183,21
2020-08-29,509,183,21
2020-08-30,509,183,21
2020-08-31,509,183,21
2020-09-01,509,183,21
2020-09-02,509,183,21
2020-09-03,509,183,21
2020-09-04,509,183,21
2020-09-05,509,183,21
2020-09-06,509,183,21
2020-09-07,509,183,21
2020-09-08,509,183,21
2020-09-09,509,183,21
2020-09-10,509,183,21
2020-09-11,509,183,21
2020-09-12,509,183,21
2020-09-13,509,183,21
2020-09-14,509,183,21
2020-09-15,509,183,21
2020-09-16,509,183,21
2020-09-17,509,183,21
2020-09-18,509,183,21
2020-09-19,509,183,21
2020-09-20,509,183,21
2020-09-21,509,183,21
2020-09-22,509,183,21
2020-09-23,509,183,21
2020-09-24,509,183,21
2020-09-25,509,183,21
2020-09-26,509,183,21
2020-09-27,509,183,21
2020-09-28,509,183,21
2020-09-29,509,183,21
2020-09-30,509,183,21
2020-10-01,509,183,21
2020-10-02,509,183,21
2020-10-03,509,183,21
2020-10-04,509,183,21
2020-10-05,509,183,21
2020-10-06,509,183,21
2020-10-07,509,183,21
2020-10-08,509,183,21
2020-10-09,509,183,21
2020-10-10,509,183,21
2020-10-11,509,183,21
2020-10-12,509,183,21
2020-10-13,509,183,21
2020-10-14,509,183,21
2020-10-15,509,183,21
2020-10-16,509,183,21
2020-10-17,509,183,21
2020-10-18,509,183,21
2020-10-19,509,183,21
2020-10-20,509,183,21
2020-10-21,509,183,21
2020-10-22,509,183,21
2020-10-23,509,183,21
2020-10-24,509,183,21
2020-10-25,509,183,21
2020-10-26,509,183,21
2020-10-27,509,183,21
2020-10-28,509,183,21
2020-10-29,509,183,21
2020-10-30,509,183,21
2020-10-31,509,183,21
2020-11-01,509,183,21
2020-11-02,509,183,21
2020-11-03,509,183,21
2020-11-04,509,183,21
2020-11-05,509,183,21
2020-11-06,509,183,21
2020-11-07,509,183,21
2020-11-08,509,183,21
2020-11-09,509,183,21
2020-11-10,509,183,21
2020-11-11,509,183,21
2020-11-12,509,183,21
2020-11-13,509,183,21
2020-11-14,509,183,21
2020-11-15,509,183,21
2020-11-16,509,183,21
2020-11-17,509,183,21
2020-11-18,509,183,21
2020-11-19,509,183,21
2020-11-20,509,183,21
2020-11-21,509,183,21
2020-11-22,509,183,21
2020-11-23,509,183,21
2020-11-24,509,183,21
2020-11-25,509,183,21
2020-11-26,509,183,21
2020-11-27,509,183,21
2020-11-28,509,183,21
2020-11-29,509,183,21
2020-11-30,509,183,21
2020-12-01,509,183,21
2020-12-02,509,183,21
2020-12-03,509,183,21
2020-12-04,509,183,21
2020-12-05,509,183,21
2020-12-06,509,183,21
2020-12-07,509,183,21
2020-12-08,509,183,21
2020-12-09,509,183,21
2020-12-10,509,183,21
2020-12-11,509,183,21
2020-12-12,509,183,21
2020-12-13,509,183,21
2020-12-14,509,183,21
2020-12-15,509,183,21
2020-12-16,509,183,21
2020-12-17,509,183,21
2020-12-18,509,183,21
2020-12-19,509,183,21
2020-12-20,509,183,21
2020-12-21,509,183,21
2020-12-22,509,183,21
2020-12-23,509,183,21
2020-12-24,509,183,21
2020-12-25,509,183,21
2020-12-26,509,183,21
2020-12-27,509,183,21
2020-12-28,509,183,21
2020-12-29,509,183,21
2020-12-30,509,183,21
2020-12-31,509,183,21
2021-01-01,509,183,21
2021-01-02,509,183,21
2021-01-03,509,183,21
2021-01-04,509,183,21
2021-01-05,509,183,21
2021-01-06,509,183,21
2021-01-07,509,183,21
2021-01-08,509,183,21
2021-01-09,509,183,21
2021-01-10,509,183,21
2021-01-11,509,183,21
2021-01-12,509,183,21
2021-01-13,509,183,21
2021-01-14,509,183,21
2021-01-15,509,183,21
2021-01-16,509,183,21
2021-01-17,509,183,21
2021-01-18,509,183,21
2021-01-19,509,183,21
2021-01-20,509,183,21
2021-01-21,509,183,21
2021-01-22,509,183,21
2021-01-23,509,183,21
2021-01-24,509,183,21
2021-01-25,509,183,21
2021-01-26,509,183,21
2021-01-27,509,183,21
2021-01-28,509,183,21
2021-01-29,509,183,21
2021-01-30,509,183,21
2021-01-31,509,183,21
2021-02-01,509,183,21
2021-02-02,509,183,21
2021-02-03,509,183,21
2021-02-04,509,183,21
2021-02-05,509,183,21
2021-02-06,509,183,21
2021-02-07,509,183,21
2021-02-08,509,183,21
2021-02-09,509,183,21
2021-02-10,509,183,21
2021-02-11,509,183,21
2021-02-12,509,183,21
2021-02-13,509,183,21
2021-02-14,509,183,21
2021-02-15,509,183,21
2021-02-16,509,183,21
2021-02-17,509,183,21
2021-02-18,509,183,21
2021-02-19,509,183,21
2021-02-20,509,183,21
2021-02-21,509,183,21
2021-02-22,509,183,21
2021-02-23,509,183,21
2021-02-24,509,183,21
2021-02-25,509,183,21
2021-02-26,509,183,21
2021-02-27,509,183,21
2021-02-28,509,183,21
2021-03-01,509,183,21
2021-03-02,509,183,21
2021-03-03,509,183,21
2021-03-04,509,183,21
2021-03-05,509,183,21
2021-03-06,509,183,21
2021-03-07,509,183,21
2021-03-08,509,183,21
2021-03-09,509,183,21
2021-03-10,509,183,21
2021-03-11,509,183,21
2021-03-12,509,183,21
2021-03-13,509,183,21
2021-03-14,509,183,21
2021-03-15,509,183,21
2021-03-16,509,183,21
2021-03-17,509,183,21
2021-03-18,509,183,21
2021-03-19,509,183,21
2021-03-20,509,183,21
2021-03-21,509,183,21
2021-03-22,509,183,21
2021-03-23,509,183,21
2021-03-24,509,183,21
2021-03-25,509,183,21
2021-03-26,509,183,21
2021-03-27,509,183,21
2021-03-28,509,183,21
2021-03-29,509,183,21
2021-03-30,509,183,21
2021-03-31,509,183,21
2021-04-01,509,183,21
2021-04-02,509,183,21
2021-04-03,509,183,21
2021-04-04,509,183,21
2021-04-05,509,183,21
2021-04-06,509,183,21
2021-04-07,509,183,21
2021-04-08,509,183,21
2021-04-09,509,183,21
2021-04-10,509,183,21
2021-04-11,509,183,21
2021-04-12,509,183,21
2021-04-13,509,183,21
2021-04-14,509,183,21
2021-04-15,509,183,21
2021-04-16,509,183,21
2021-04-17,509,183,21
2021-04-18,509,183,21
2021-04-19,509,183,21
2021-04-20,509,183,21
2021-04-21,509,183,21
2021-04-22,509,183,21
2021-04-23,509,183,21
2021-04-24,509,183,21
2021-04-25,509,183,21
2021-04-26,509,183,21
2021-04-27,509,183,21
2021-04-28,509,183,21
2021-04-29,509,183,21
2021-04-30,509,183,21
2021-05-01,509,183,21
2021-05-02,509,183,21
2021-05-03,509,183,21
2021-05-04,509,183,21
2021-05-05,509,183,21
2021-05-06,509,183,21
2021-05-07,509,183,21
2021-05-08,509,183,21
2020-01-22,4,2,0
2020-01-23,4,2,0
2020-01-24,5,3,0
2020-01-25,6,3,0
2020-01-26,8,6,0
2020-01-27,8,6,0
2020-01-28,14,6,0
2020-01-29,14,6,0
2020-01-30,14,7,0
2020-01-31,19,8,0
2020-02-01,19,8,0
2020-02-02,19,9,0
2020-02-03,19,9,0
2020-02-04,25,10,0
2020-02-05,25,10,0
2020-02-06,25,10,0
2020-02-07,25,10,0
2020-02-08,32,10,0
2020-02-09,32,11,0
2020-02-10,32,11,0
2020-02-11,33,11,0
2020-02-12,33,11,0
2020-02-13,33,11,0
2020-02-14,33,11,0
2020-02-15,34,13,0
2020-02-16,34,15,0
2020-02-17,35,15,0
2020-02-18,35,15,0
2020-02-19,35,15,0
2020-02-20,35,17,0
2020-02-21,35,19,0
2020-02-22,35,20,0
2020-02-23,35,21,0
2020-02-24,35,21,0
2020-02-25,37,22,0
2020-02-26,40,24,0
2020-02-27,40,24,0
2020-02-28,41,28,0
2020-02-29,42,28,0
2020-03-01,42,30,1
2020-03-02,43,31,1
2020-03-03,43,31,1
2020-03-04,43,31,1
2020-03-05,47,31,1
2020-03-06,48,31,1
2020-03-07,50,31,1
2020-03-08,50,33,1
2020-03-09,50,33,1
2020-03-10,53,33,1
2020-03-11,59,34,1
2020-03-12,70,35,1
2020-03-13,75,35,1
2020-03-14,82,35,1
2020-03-15,114,37,1
2020-03-16,147,38,1
2020-03-17,177,41,1
2020-03-18,212,42,1
2020-03-19,272,42,1
2020-03-20,322,43,1
2020-03-21,411,44,1
2020-03-22,599,45,1
2020-03-23,721,44,1
2020-03-24,827,57,4
2020-03-25,934,70,4
2020-03-26,1045,88,4
2020-03-27,1136,97,5
2020-03-28,1245,100,6
2020-03-29,1388,111,7
2020-03-30,1524,127,9
2020-03-31,1651,342,10
2020-04-01,1771,416,12
2020-04-02,1875,505,15
2020-04-03,1978,581,19
2020-04-04,2067,612,20
2020-04-05,2169,674,23
2020-04-06,2220,793,26
2020-04-07,2258,824,27
2020-04-08,2369,888,30
2020-04-09,2423,940,32
2020-04-10,2473,1013,33
2020-04-11,2518,1135,35
2020-04-12,2551,1218,38
2020-04-13,2579,1288,40
2020-04-14,2613,1405,41
2020-04-15,2643,1497,43
2020-04-16,2672,1593,46
2020-04-17,2700,1689,47
2020-04-18,2733,1787,47
2020-04-19,2765,1928,47
2020-04-20,2792,1999,47
2020-04-21,2811,2108,48
2020-04-22,2826,2352,49
2020-04-23,2839,2430,50
2020-04-24,2854,2490,50
2020-04-25,2907,2547,51
